"\n<アーコ>ははーん。さては冷やかしだな？
ふーん！","\n<Ako>Haah. Did you just come to window shop or something?
Hmmph!"
"\n<アーコ>まいどあり～！","\n<Ako>Thank you for your purchase-!"
"\n<アーコ>ふーん。","\n<Ako>Hmm."
"EV002","EV002"
"エンディング2はまだ見ていません。","You haven't unlocked ending 2."
"エンディング2『サキュバスハンター』
・全員倒す","Ending 2: 『Succubus Hunter』
・Defeat everyone"
"サキュバスハンターとして無事に仕事を終えた。
シィナとライムはいずれ普通の猫と魔物に戻るのだろうか。
それとも・・・","You completed your mission as a Succubus Hunter.
Will Shina and Lime return to their old
lives as a cat and slime? Or…"
"EV003","EV003"
"エンディング3はまだ見ていません。
・搾り取られて拠点に戻る時にSAN値がマイナス","You haven't unlocked ending 3.
・Let yourself be drained,\nand let your SAN go below 0."
"エンディング3『精奴隷の兄妹』
・SANがマイナスになる","Ending 3: 『Semen Slave Siblings』
・Let your SAN become a negative number."
"毎日ご飯を食べて、気持ちいいことをして、寝る。
それ以上に幸福なことがあるだろうか。","Eat, sleep, and be pleasured, every single day.
What more could anyone want?"
"EV004","EV004"
"エンディング4はまだ見ていません。
・脱出する","You haven't unlocked ending 4.
・Escape"
"エンディング4『脱出成功救出失敗』
・ひとりで脱出する","Ending 4: 『Rescue Mission Failed』
・Escape on your own."
"\n[1]はひとりで脱出した。
討伐隊を組み館に戻ったがアルスは・・・","\n[1] escaped on her own.
She assembled a rescue team and came back,\nbut Alsto was already…"
"\n[1]はひとりで脱出した。
討伐隊を組み館に戻ったがロメリアは・・・","\n[1] escaped on his own.
He assembled a rescue team and came back,\nbut Meria was already..."
"EV005","EV005"
"エンディング1はまだ見ていません。
・最終決戦前に脱走する","You haven't unlocked ending 1.
・Escape before the final battle."
"エンディング1『トゥルーエンド』
・リリーとの最終戦前に脱出する","Ending 1: 『True End』
・Escape before the final battle with Lily."
"無理に戦う必要はない。
兄妹が無事に館を脱出出来ればそれでいい。","There's no need to fight. As long as the siblings
are able to escape the mansion."
"3淫魔はいつか\n[1]に復讐してやると
固く誓うのであった・・・","The 3 succubi vow to take revenge
upon \n[1] someday…"
"サキュバステイマー1に続く。","To be continued in Succubus Tamer 1."
"あとがき","Afterword"
"回想全開放","Unlock all reminiscence"
"何もしない","Do nothing"
"この度は『囚われのアルストロメリア』を遊んで頂き
ありがとうございました。
楽しんで頂けたでしょうか？","Thank you for playing
『Captured Alstomeria』
Did you enjoy it?"
"エンディングは5つです。
SAN値によってイベントが発生したりしなかったりしますので
搾られたり搾られなかったりして探して見てくださいね！","There are currently 4 endings.
Events occur based on your current SAN. Be sure to
find them all, and get squeezed dry every which way!"
"また、今回は丸飲みサークル\C[3]D-gateのCamelさん\C[0]から
小説を頂いたのでゲーム内でイベントにしてみました！
ぜひ見てくださいませ！※女主人公限定","This time, \C[3]Camel from Circle D-Gate\C[0] created a vore short story
for me, so I turned it into an event in the game!
Please have a look! ※Restricted to female protagonist"
"回想を全て解放します。
解放すると本編には戻れません。
また、シーン前の誘惑イベントなどは見れません。","This will unlock all memories.
Once unlocked, you may not return to the main story.
You cannot see the temptation events before the scenes."
"全開放すると解放条件を見ることが出来ます。
探すのに詰まってしまった場合は一度確認してみるのも
いいかもしれません。","Once revealed, the unlock requirements will be visible.
If you're having difficulties, it may be a good
idea to have a look."
"全開放する","Unlock all"
"やめておく","Stop"
"本当によろしいですか？
※アニメビューア、ミニマムビューアは解放されません","Are you really sure?
※Miniature and Animation viewers won't be unlocked"
"はい","Yes"
"やっぱりやめておく","Actually, no"
"二部クリア","EV007"
"周回プレイを始める","Start a new run"
"説明","Explanation"
"オープニングからアーコ遭遇後までスキップしますか？","Skip the opening until after meeting Ako?"
"スキップしない","Don't skip"
"スキップする","Skip"
"もう一度初めからスタート出来ます。
ゲームの進行上必要になるアイテムやフラグは初期化されます。","You will start the game over.
Key items and progression flags will all be reset."
"引き継げるもの
・エンディング　・覚えたスキル　・上昇したステータス
・アーコに貢いだ額　・重要ではないアイテム　・所持金","Carried over:
・Endings ・Learned skills ・Boosted stats
・Donations to Ako ・Non-key items ・Money"
"引き継げないもの
・武器　・重要なアイテム　・レベル","Not carried over:
・Weapons ・Key items ・Level"
"2部から始める","Start from part 2"
"シィナ","Shina"
"シィナ　最初の脱獄で見つかる　騎乗位","Shina - Found during initial jailbreak - Cowgirl"
"回想","Reminisce"
"シィナ　誘惑　オナさせ","Shina - Temptation - Masturbation"
"シィナ　捕まる　手コキ
・女主人公の場合アニメ変化","Shina - Captured - Handjob
・Animation changes for female protag"
"シィナ　風呂場　パンツコキ","Shina - Bathroom - Pantyjob"
"シィナ　暗闇　騎乗位","Shina - Darkness - Cowgirl"
"シィナ　暗闇　太ももコキ","Shina - Darkness - Intercrural"
"シィナ　捕まる　フェラ","Shina - Captured - Blowjob"
"シィナ　捕まる　クンニ","Shina - Captured - Face sitting"
"シィナ　捕まる　顔踏み","Shina - Captured - Face stepping"
"シィナ　部屋イベ　誘惑バック","Shina - Room event - Doggy style"
"シィナ　植木鉢　ほっぺすりすり","Shina - Flower pot - Cheek nuzzle"
"リリー","Lily"
"リリー　誘惑　オナさせ","Lily - Temptation - Masturbation"
"リリー　捕まる　足コキ","Lily - Captured - Footjob"
"リリー　挿入イベント　バック自滅","Lily - Command event - Doggy style self-destruct"
"リリー　挿入イベント　バック不意打ち","Lily - Command event - Doggy style surprise"
"リリー　暗闇　キス","Lily - Darkness - Kiss"
"リリー　暗闇　足コキ","Lily - Darkness - Footjob"
"リリー　捕まる　太ももコキ","Lily - Captured - Intercrural"
"リリー　捕まる　押し倒しキス","Lily - Captured - Straddling kiss"
"リリー　捕まる　ケツ見せ","Lily - Captured - Presenting ass"
"リリー　炎の魔導書　フェラ","Lily - Fire tome - Blowjob"
"リリー　氷の魔導書　足コキ","Lily - Ice tome - Footjob"
"ライム　捕まる　パイズリ","Lime - Captured - Paizuri"
"ライム　誘惑　パイズリ","Lime - Temptation - Paizuri"
"ライム　暗闇　パイズリ","Lime - Darkness - Paizuri"
"ライム　暗闇　足挿入","Lime - Darkness - Foot insertion"
"ライム　捕まる　胸押し付け","Lime - Captured - Puff Puff"
"ライム　捕まる　足コキ","Lime - Captured - Footjob"
"ライム　捕まる　寝パイズリ","Lime - Captured - Lying paizuri"
"ライム　豪華な鍵　乳首挿入","Lime - Luxurious key - Nipple fucking"
"サンタ","Santa"
"\n<サンタ>疲れた？
一本いっとく？","\n<Santa>Feeling tired?
Want to have a rest?"
"いっとく","Rest"
"何か教えて","Tell me something"
"やめとく","Leave"
"\n<サンタ>キミは大体トータルで\v[502]回ぐらい射精したよ。
カウントし忘れたものもあると思うけど。","\n<Santa>You must have ejaculated around \v[502] times.
I might have missed a few."
"\n<\n[1]>そ、そんなもんか・・・
よかった。（もっと出しちゃってるかと思った・・・）","\n<\n[1]>I-is that so...
Interesting. (I could have sworn it was more...)"
"\n<\n[1]>ハンターとしては及第点だな。","\n<\n[1]>It's all part of being a Hunter."
"\n<サンタ>中の人はどうか分からないけどね。","\n<Santa>I don't know what it's like in the industry."
"\n<\n[1]>そんなこと教えないで！
もう！出ちゃうんだから仕方ないじゃん・・・","\n<\n[1]>Hey, don't tell me that!
I-it's bound to happen during a mission…"
"\n<\n[1]>なんだと！？","\n<\n[1]>What did you say!?"
"\n<サンタ>淫魔ってやばいね。そりゃ死ぬわ。","\n<Santa>Succubi are dangerous, huh. Least you're not dead."
"\n<サンタ>元気だね。","\n<Santa>Take care."
"アーコの横取り
探索パート　落ちているアイテムを拾った時に低確率で発生","Ako item snatch-up
Occurs rarely when picking up an item."
"アーコ　横取り　キス","Ako - Stealing - Kiss"
"リリー　シィナ　ライム
最初の隠れるイベント失敗","Lily, Shina, Lime
Failed the first hiding event"
"リリー　シィナ　ライム
お風呂で捕まる","Lily, Shina, Lime
Caught in the bath"
"リリー　シィナ　ライム
体力が0になる","Lily, Shina, Lime
HP reached 0"
"リリー　シィナ　ライム
書庫で捕まる","Lily, Shina, Lime
Caught in the library"
"ロメリアの檻越しパイズリ
男主人公、SAN値が高く精力が低い状態で話しかける","Meria Paizuri through cage
Male protagonist, speak while SAN is high and energy is low"
"ロメリア　
SANが高い状態　精力が低い状態で話しかける
檻越しパイズリ","Meria
Speak while SAN is high and energy is low
Paizuri through cage"
"ロメリア　SANが高い状態　精力が低い状態で話しかける
檻越しパイズリ
※男主人公限定","Meria - High SAN - Speak while energy is low
Paizuri through cage
※Male protagonist only"
"ロメリア　SANが0になる
※女主人公限定","Meria - SAN reached 0
※Female protagonist only"
"ロメリア　
SANが0になる
アソコ弄り","Meria
SAN reached 0
Fingering"
"精奴隷ロメリア　バトル
男主人公でSAN値が0になった後のバトルで勝利すると解放","Semen Slave Meria Battle
Unlocked by male protagonist by winning battle after\nSAN reaches 0"
"ロメリア　精奴隷
男主人公　SANが0になる
イカせ合い","Meria - Semen Slave
Male protgaonist - SAN reached 0
Sex battle"
"ロメリア
SANが0になったあとロメリアを倒す
※男主人公限定","Meria
Defeat Meria after SAN reaches 0
※Male protagonist only"
"リリー　バトル1回目
・通常敗北　・命乞い敗北","Lily - 1st battle
・Normal defeat　・Begging defeat"
"リリー　バトル2回目
・通常敗北　・必殺敗北　
・追い込み敗北　・命乞い敗北","Lily - 2nd battle
・Normal defeat ・Deadly defeat
・Late stage defeat ・Begging defeat"
"シィナ　バトル1回目
・通常敗北　・命乞い敗北","Shina - 1st battle
・Normal defeat　・Begging defeat"
"シィナ　バトル2回目
・通常敗北　・必殺敗北
・追い込み敗北　・命乞い敗北","Shina - 2nd battle
・Normal defeat ・Deadly defeat
・Late stage defeat ・Begging defeat"
"ライム　バトル1回目
・通常敗北　・命乞い敗北","Lime - 1st battle
・Normal defeat　・Begging defeat"
"ライム　バトル2回目
・通常敗北　・必殺敗北
・追い込み敗北　・命乞い敗北","Lime - 2nd battle
・Normal defeat ・Deadly defeat
・Late stage defeat ・Begging defeat"
"看板",""
"→バトル
装備を回収してハンターパートで倒すと解放","→Battle
Collect your equipment and defeat them\nduring hunter phase to unlock"
"→捕まった時の敗北シーン
捕まって搾り取られると解放
SANが0～3、4～6、7～8、9～10で変化","→Defeat scenes when captured
Get caught and drained to unlock
Changes at SAN 0～3、4～6、7～8、9～10"
"→イベント敗北シーン
アイテム入手時の誘惑イベントや罠で搾り取られると解放","→Event defeat scenes
Unlocked by being drained in a temptation event \nor trap after collecting an item"
"→アーコ","→Ako"
"→特殊なえっちシーン
男女で内容が異なるものなど（ロメリア）","→Special scenes
These scenes differ between male and female protagonists"
"アーコ　バトル","Ako - Battle"
"ライム　夜食
ライム依存度3以上
地下牢で寝る","Lime - Midnight snack
Lime's reliance is 3 or higher
Sleep in prison cell"
"アーコ　マネードレインイベント","Ako - Money drain event"
"お金",""
"自動実行",""
"性別変更",""
"\n<ロメリア>あにき。
私と交代する？","\n<Meria>Brother.
Want to switch with me?"
"交代する","Switch"
"交代しない","Don't switch"
"\n<ロメリア>よし！
じゃあ私の番だね！
あにきは黙って見ててよ！","\n<Meria>Right!
It's my turn!
Just sit back and watch, brother!"
"ロメリア",""
"\n<\n[1]>うん。頑張ろ！","\n<\n[1]>Ok. I'm gonna do it!"
"※顔グラ表示、立ち絵アニメ、主人公ボイスがONになりました。
必要が無い場合はオプションからOFFにしてください。","※Face graphic, player animation and voice are ON.
If not needed, please switch OFF in options."
"\n<ロメリア>ふーん。
まだえっちなことしてもらいたいんだ。
すけべあにき。","\n<Meria>Hmph.
You just want to have more sex.
You're a perv, brother."
"\n<ロメリア>主人公を交代することが出来るよ。
たまにはさ、気分を変えるのもいいと思う。
私だって主人公やりたい。","\n<Meria>You can change your main character.
I think a change is good once in a while.
I want to be the main character too."
"\n<ロメリア>注意点としては、名前がデフォルトに戻っちゃうこと。
あと顔グラとか、立ち絵アニメとか見たい場合は
設定を変更してね。","\n<Meria>Keep in mind, your name will reset to default.
If you want to see face graphics or player animations,
make those changes in the options menu."
"\n<アルス>どうした\n[1]。
俺と交代するか？","\n<Alsto>Hey, \n[1].
Did you want to swap out?"
"\n<アルス>よし来た。
俺に任せとけって。","\n<Alsto>Let's go then.
Just leave it to me."
"アルス",""
"\n<\n[1]>さてと、全力で逃げるぜ。","\n<\n[1]>Right, I'm gonna go all out."
"\n<ロメリア>あにきかっこわるーい。","\n<Meria>Big brother is so cool."
"※顔グラ表示がON、立ち絵アニメがOFFになりました。
必要に応じてオプションから変更してください。","※Face graphic is on, player animation is OFF.
Please make the needed changes in the options menu."
"\n<アルス>俺も檻から出たいぜ。","\n<Alsto>I want to get out of the cage sometime too."
"\n<アルス>主人公を交代することが出来るぞ。
たまには気分を変えるのもアリかもな。","\n<Alsto>You can change your main character.
It's good to change things up sometimes."
"\n<アルス>注意点としては、名前が一度デフォルトに戻ること。
それと顔グラ表示、立ち絵アニメ表示の設定が変わる。
気を付けてくれ。","\n<Alsto>Keep in mind, your name will reset to default.
The face graphics and player animations settings will 
change. Be careful."
"リリーの日記","Lily's Diary"
"リリーの日記
ミスト屋敷襲撃","Lily's Diary
Misty mansion attack"
"読んでみる","Read"
"リリーの日記
シィナとの出会い","Lily's Diary
Meeting Shina"
"リリーの日記
ライムとの出会い","Lily's Diary
Meeting Lime"
"ライムの日記
精奴隷さんに美味しいご飯を","Lime's Diary
A delicious meal for a semen slave"
"ライムの日記
お風呂でピザ","Lime's Diary
Pizza in the bath"
"ライムの日記","Lime's Diary"
"ヒントを見る","See a hint"
"自力で探す","Search by yourself"
"浴場で入手できます。","Found in the bath house."
"答えを見る","See answer"
"浴場の左側へフックショットで飛び
暖炉の火を氷属性の攻撃で全て消してください。","Hookshot to the left side of the bath house.
Extinguish all fireplaces using ice attacks."
"ライムの日記
水かけ論","Lime's Diary
Pointless argument"
"応接室で入手できます。","Found in the parlor."
"応接室の暖炉の火を氷属性の攻撃で消し、
隠し通路から倉庫に入ってください。","Extinguish the fireplace in the parlor with an
ice attack. Enter the warehouse via the hidden passage."
"ライムの日記
見られているような・・・","Lime's Diary
Being watched…"
"ライムの日記
誘惑して脱獄","Lime's Diary
Jailbreak seduction"
"バルコニーで入手できます。","Found on the balcony."
"バルコニーの左端からプラスショットを装備したまま
フックショットを撃って煙突に引っかけてください。","From the left end of the balcony, with Plus Shot 
equipped, fire the hookshot to the chimney."
"リリーの日記
しましまはマゾ","Lily's Diary
Stripes make the masochist"
"リリーの日記
恋ってなに？","Lily's Diary
What is love?"
"リリーの日記
シィナの精奴隷","Lily's Diary
Shina's semen slave"
"リリーの日記
手配書を出そう","Lily's Diary
Calling the search"
"リリーの日記
ライム式ダイエット","Lily's Diary
Lime-style diet"
"メイド室で入手できます。","Found in the maid's room."
"右下のベッドのクマのぬいぐるみを複数回調べてください。","Examine the bear on the lower right bed multiple times."
"リリーの日記
恋愛小説","Lily's Diary
Romance novel"
"→日記
一度読むと解放
全て読むと2部シナリオが解放される","→Diary
Read once to unlock.
Read them all to unlock part 2."
"ライムの日記
宝物","Lime's Diary
Treasure"
"ロメリアの日記
ロメリアから過去の話を聞くと解放
男主人公、SAN値が高く精力が低い状態で話しかける","Meria's Diary - Unlocked by listening to Meria's past.
As male protagonist, talk to her while SAN is high
and energy is low."
"ロメリアの日記
ふたなり淫魔に襲われて","Meria's Diary
Attacked by a futanari succubus"
"リリーの日記
知識VS直感","Lily's Diary
Knowledge VS Intuition"
"倉庫で入手できます。","Found in the warehouse."
"灯りを付けることで読めるようになります。","Read it by turning on the light."
"リリーの日記
オークはどこから","Lily's Diary
Where did these orcs come from?"
"→3淫魔","→All 3 succubi"
"シィナ　館主の部屋　チンキス","Shina - Master's room - Penis kissing"
"リリー　シィナ　ダブル足コキ
リリーとシィナ依存度3以上
地下牢で寝る","Lily - Shina - Double footjob
Lily and Shina's reliance is 3 or higher.
Sleep in prison cell."
"ロメリアの夜這い
男主人公、SAN値が3以下の時に地下牢で寝る","Meria's midnight visit
Male protagonist. Sleep in prison cell while \nSAN is 3 or lower"
"ロメリア　夜這い
男主人公　SAN値が3以下で地下牢で寝る
正常位","Meria - Midnight visit
Male protagonist - Sleep while SAN is 3 or lower
Missionary position"
"ロメリアの夜這い
SAN値が3以下の時に地下牢で寝る
※男主人公限定","Meria's midnight visit
Sleep in prison cell while SAN is 3 or lower
※Male protagonist only"
"レベルアップくん",""
"レベルを操作出来ます。","You can change your level."
"上げる","Increase"
"下げる","Decrease"
"やめる","Stop"
"アーコの帳簿
アーコに15000G貢ぐとアーコの近くに帳簿が出現","Ako's Ledger
The ledger will appear near Ako after giving her 15000G."
"アーコの帳簿
再会","Ako's Ledger
Reunion"
"アーコの帳簿
アーコに30000G貢ぐとアーコの近くに帳簿が出現","Ako's Ledger
The ledger will appear near Ako after giving her 30000G."
"アーコの帳簿
例のブツ","Ako's Ledger
The Usual"
"アーコの帳簿
アーコに50000G貢ぐとアーコの近くに帳簿が出現","Ako's Ledger
The ledger will appear near Ako after giving her 50000G."
"アーコの帳簿
レストランを開こう","Ako's Ledger
Opening a restaurant"
"ライムの日記
※ライム依存度が3以上でライムの部屋に出現","Lime's Diary
※Found in Lime's room when Lime's reliance is 3 or higher."
"ライムの日記
脱走者","Lime's Diary
Fugitive"
"シィナの落書き帳
※シィナ依存度が3以上でシィナの部屋に出現","Shina's Scratchpad
※Found in Shina's room when Shina's reliance is 3 or higher."
"シィナの落書き帳
猫の生き方","Shina's Scratchpad
A cat's life"
"リリー　ミニマムバトル
・吐息敗北　・舐め敗北
・しゃぶり敗北　・もぐもぐ敗北（捕食あり）","Lily - Shrunken battle
・Breath defeat ・Licking defeat
・Sucking defeat ・Munching defeat (vore)"
"→特殊イベント","→Special events"
"ロメリアとベロチュー
男主人公、SAN値が3以下、精力が低い状態で話しかける","Meria's french kiss
Male protagonist, speak while SAN is 3 or less, \nand energy is low."
"ロメリア　
SANが3以下　精力が低い状態で話しかける
檻越しベロチュー","Meria 
Speak while SAN is 3 or less, and energy is low
French kiss through cage"
"ロメリア　SANが3以下　精力が低い状態で話しかける
檻越しベロチュー
※男主人公限定","Meria - SAN 3 or less - Speak while energy is low
French kiss through cage
※Male protagonist only"
"リリーの丸飲み
D-gateさんの頂きもの小説
※女主人公限定","Lily vore
Written by D-gate
※Female protagonist only"
"リリーの丸飲み
D-gateさんの頂きもの小説
※女主人公","Lily vore
Written by D-gate
※Female protagonist"
"読む","Read"
"チョコレの実験記録
淫魔の生態","Chocolat's Lab Records
Succubus ecology"
"チョコレの実験記録
機械の使い方","Chocolat's Lab Records
How to use the machine"
"チョコレの実験記録
淫魔化実験成功！","Chocolat's Lab Records
Succubus-ification success!"
"チョコレの実験記録
自己紹介","Chocolat's Lab Records
Self introduction"
"チョコレの実験記録
人質で実験　その1","Chocolat's Lab Records
Hostage Experimentation - Part 1"
"チョコレの実験記録
人質で実験　その2
※男女でイベント分岐","Chocolat's Lab Records
Hostage Experimentation - Part 2
※Event changes between male and female player"
"チョコレの実験記録
魔力の集め方","Chocolat's Lab Records
Collecting magic energy"
"チョコレの実験記録
創作料理","Chocolat's Lab Records
Creative cuisine"
"EV107",""
"エンディング5はまだ見ていません。
・リリー達の日記を全部読んでからリリーを倒す
・第2部シナリオをクリアする","You haven't unlocked ending 5.
・Read all of Lily's diaries before defeating her.
・Clear act 2"
"エンディング5『人間と淫魔の違い』
・屋敷の真実を暴きみんなを救出する","Ending : 『The Difference Between Humans and Succubi』
・Uncover the truth behind the mansion, and rescue everyone"
"チョコレとベルーチェを倒し研究所は崩壊した。
リリー達はもう屋敷には住めなくなったが
それはそれで楽しくやっていくだろう。","After defeating Chocolate and Velvet, the lab collapsed.
Lily and her friends have no home,
but they're getting by happily."
"共に行動をして少しは分かり合えたような気がしたが
人と淫魔はやはり敵同士。
3淫魔と兄妹はそれぞれの道へと進んでいくのだった・・・","Humans and succubi are still enemies, but they feel like
they understand each other a little better. The siblings
and the 3 succubi go their separate ways."
"→第2部
ザコ","→Part 2
Grunts"
"→第2部の日記
全て読むとミニマムビューアが解放される","→Part 2 Diaries
Read them all to unlock Shrunken Viewer"
"とら","Tiger"
"つよとら
またたびでラリっていないとらを倒すと解放","Strong Tiger
Unlocked by defeating without getting her \nhigh on silver vine"
"つよとら
・通常敗北","Strong Tiger
・Normal defeat"
"よわとら
・通常敗北","Weak Tiger
・Normal defeat"
"オーク
・通常敗北","Orc
・Normal defeat"
"マンティス
・通常敗北","Mantis
・Normal defeat"
"ウィッチラミア
・通常敗北","Witch Lamia
・Normal defeat"
"とら　ミニマム
・全身パイズリ","Tiger - Shrunken
・Full body paizuri"
"マンティス　ミニマム
・捕食フェラ","Mantis - Shrunken
・Swallowing blowjob"
"オーク　ミニマム
・全身挿入","Orc - Shrunken
・Full body insertion"
"ウィッチラミア　ミニマム
・全身パイズリ","Witch Lamia - Shrunken
・Full body paizuri"
"チョコレの実験記録
旗上げ","Chocolate's Lab Records
Raising the banner"
"→第2部
ボス","→Part 2
Boss"
"チョコレ　イカせ合い
・通常敗北","Chocolate - Sex battle
・Normal defeat"
"チョコレ　接触1　顔舐め","Chocolate - Caught(1) - Face licking"
"チョコレ　接触2　パフパフ","Chocolate - Caught(2) - Puff Puff"
"チョコレ　媚薬ばら撒き　クンニ","Chocolate - Aphrodisiac - Cunnilingus"
"チョコレ　最後の誘惑　騎乗位","Chocolate - Final temptation - Cowgirl"
"ベルーチェ　接触1　キス","Velvet - Caught(1) - Kiss"
"ベルーチェ　接触2　手コキ","Velvet - Caught(2) - Handjob"
"ベルーチェ　遠距離誘惑　胸見せ","Velvet - Long-distance temptation - Bare chest"
"ベルーチェ　命乞い挿入","Velvet - Begging insertion"
"チョコレ　ベルーチェ　体力0敗北","Chocolate - Velvet - 0HP loss"
"リリー　お礼　キス手コキ","Lily - Thank you - Kiss and handjob"
"→その他の日記","→Other Diaries"
"アニメ回想","Animation Viewer"
"アニメビューアは使用できません。
解放されると作中のアニメを自由に再生することができます。
※全てのエンディングを見ると解放","Animation Viewer is not unlocked.
Once unlocked, you can recall any animation in the game.
※Unlocked by seeing all endings."
"アニメビューアを使用しますか？
※作中のアニメを自由に見ることが出来ます。","Use the Animation Viewer?
※You can recall any animation in the game."
"使用する","Use"
"\>キャラクターIDを選んでください　1～33","Please select a character ID 1～33"
"キャラID","Character ID"
"アニメを見る","View animations"
"効果音","Sound effects"
"待機モーション","Standby animation"
"解説を読む","Read commentary"
"終わる","Finish"
"操作説明を表示する","View controls"
"操作説明を隠す","Hide controls"
"手コキ系","Handjobs"
"フェラ系","Blowjobs"
"パイズリ系","Paizuri"
"ピストン系","Pumping"
"射精音","Ejaculation sound"
"無し","Nothing"
"強気","Strong"
"弱気","Weak"
"絶頂","Climax"
"まずキャラクターIDを選択して見たいキャラを決定します。
1つのIDにつき攻撃モーションが4種類×3(強気、弱気、射精）と
待機モーションが3種類（強気、弱気、絶頂）あります。","First, select the character ID you want.
Each ID has 4 attack motions, and a standby.
There are 3 suboptions: (strong, weak, climax)"
"ID21、22、33は例外です。
飲み込まれアニメなど一部表示できないアニメもあります。
また、本編で未使用のアニメもあります。","ID 21, 22, 33 are exceptions. Some animations
cannot be displayed, such as swallowing animations.
Some animations are not found in the story."
"『アニメを見る』を選択するとウィンドウが非表示になり
方向キーを押すだけで表情や再生速度、射精アニメを
自由に変更できます。","Pressing 『Watch animation』 will hide this window.
Expression, playback speed, and ejaculation animation
can be changed by pressing arrow keys."
"上キー：射精アニメ切替　下キー：表情切替
右キー：再生速度変更　　左キー：モーション変更
SHIFT ：キャラID変更　　","Up key: Ejaculation animation Down key: Switch expression
Right key: Playback speed Left key: Switch action
Shift key: Change character ID"
"PageUP  ：キャラクターID +1
PageDown：キャラクターID -1
キャンセルキー：終了/操作説明の非表示","Page Up  ：Character ID +1
Page Down：Character ID -1
Cancel key：Exit/Hide instructions"
"『効果音』の選択肢から音を変更することが出来ます。
音は再生速度によって速さが自動で変更されます。","You can change the sounds from 『Sound effects』.
The speed of the sound adjusts to the playback speed."
"BGM変更",""
"敗北シーンのBGMを変更できます。","You can change the BGM of the defeat scenes."
"変える","Change"
"このままでいい","This is fine"
"ミニマムビューアは使用できません。
解放されると飲み込まれアニメなどを再生することができます。
※第2部の日記を全て集めると解放","Minimum Viewer is not available.
Once unlocked, you can view all swallowing animations.
※Unlocked by collecting all Part 2 diaries."
"ミニマムビューアを使用しますか？","Use the Minimum Viewer?"
"ウィッチラミア","Witch Lamia"
"マンティス","Mantis"
"オーク","Orc"
