"\n<ライム>\n[1]もロメリアも
すっかりいい子になったね♥
くすくす♥","\n<Lime>\n[1] and Meria have both become
such good little children♥
Hee hee♥"
"\n<リリー>さ、始めなさい。
先にイった方が負けよ。","\n<Lily>Alright, let's begin.
The first one to cum is the loser."
"\n<ロメリア>あにきぃ♥
えへへへ♥
きてぇ♥えっちしよー♥","\n<Meria>Brotherrr♥
Eheeheehee♥
Come here♥ Come fuck me-♥"
"\n<リリー>なに負けてんのよ！
はぁ。","\n<Lily>How could you lose!?
Sigh."
"\n<ロメリア>ごめんなしゃいぃ♥
でも、気持ちよかったぁ・・・♥
えへへへ♥","\n<Meria>I'm so sorrrry♥
But, it felt sooo good...♥
Eheeheehee♥"
"\n<シィナ>よくやったにゃん。
\n[1]、ご褒美あげるにゃ♥","\n<Shina>Excellent work-nyan.
Here's your reward, \n[1]-nyan♥"
"\n<リリー>オシオキよロメリア。
覚悟はいいかしら。","\n<Lily>Time for your punishment, Meria.
Prepare yourself."
"\n<ロメリア>おしおき♥
おしおきやったぁー♥","\n<Meria>Punishment♥
Here comes my punishment-♥"
"\n<ライム>喜んでるじゃん。
ご褒美もオシオキも同じだよねー・・・","\n<Lime>They're both enjoying themselves.
The reward and the punishment are both the same..."
"ED3　精奴隷の兄妹","ED3　Semen Slave Siblings"
"\n<シィナ>ほーらシコシコシコシコ♥
まーた出るにゃぁ♥","\n<Shina>Ha ha, fap fap fap♥
Cum again-nyaa♥"
"\n<アルス>あぁぁぁ！
し、シィナさまぁ♥","\n<Alsto>Aaaaahhh!
Mistress Shina♥"
"\n<ライム>次は私ー♥
こっち向いてぇアルスー♥
おっぱいで挟んであげるー♥","\n<Lime>Me next-♥
Look over here, big brother-♥
I'll squeeze you between my tits-♥"
"\n<アルス>ふぁぁぁ・・・♥
やわらか・・・♥
ライム・・・さまぁ・・・♥","\n<Alsto>Fuaaaahh...♥
So soft...♥
Mistress... Lime...♥"
"\n<ライム>様はいいよぉ。
ライムちゃんって呼んで！","\n<Lime>You're far too formal.
Just call me Lime!"
"\n<リリー>あらあら♥
お兄ちゃんったらすっかり堕ちちゃったわねぇ♥
くすくす♥","\n<Lily>Ara ara♥
Little big brother has completely succumbed to us♥
Hee hee♥"
"\n<リリー>\n[1]♥
あの情けないお兄ちゃんの姿見て、どう思う？","\n<Lily>\n[1]♥
How do you feel, looking at your pathetic big brother?"
"羨ましい","Jealous"
"\n<\n[1]>羨ましい・・・です・・・
私もしてほしい・・・♥","\n<\n[1]>I'm... So jealous...
I want to play too...♥"
"\n<リリー>ふふ♥
すっかり可愛くなっちゃって♥
おいで♥気持ちよくしてあげる♥","\n<Lily>Fufu♥
You've become just the cutest little thing♥
Come here♥ I'll make you feel good too♥"
"鉄格子","Iron grate"
"ロメリア","Romeria"
"梯子","Ladder"
