"イベント実行",""
"\n<チョコレ>ママ・・・！
目を瞑ってくらさい！",""
"\n<シィナ>にゃぉ！？眩し・・・！！",""
"\n<リリー>何！？何の光！？",""
"\n<ライム>目が・・・目がぁ～～！！",""
"\n<アルス>いないぞ！
逃げられた・・・！",""
"\n<ロメリア>いない・・・！
逃げられた・・・！？",""
"\n<リリー>あと少しのところだったのに・・・！",""
"\n<ライム>びっくりしたー・・・",""
"\n<アーコ>あぁ目が痛い・・・
ちっくしょー。
ひとまず、みんなを出してあげないと・・・",""
"\n<アーコ>・・・？
どのスイッチだろ。",""
"\n<シィナ>爆破するなよ！",""
"\n<シィナ>爆破するなって言ったにゃん！！
アホ！！",""
"\n<アーコ>違うよ！まだ何もしてない！",""
"\n<アルス>何かやばいぞ・・・！！
あいつら研究所ごと爆破して証拠隠滅するつもりか！？",""
"\n<ロメリア>何かやばいよ・・・！！
あいつら、研究所ごと爆破して証拠隠滅するつもりじゃ・・・！",""
"\n<シィナ>早く開けるにゃ！
どれでもいいから押せ！！",""
"\n<アーコ>えーい！なむさん！",""
"\n<リリー>開いた・・・！！
逃げるわよ！！
ライム！捕まって！！",""
"ライム","Lime"
"シィナ1",""
"ロメリア/アルス",""
"てかせ",""
"ベルーチェ","Velvet"
"誰か",""
"チョコレ","Chocolat"
"主人公",""
"リリー","Lily"
"檻",""
"スイッチ",""
"りもこん",""
"アーコ","アーコ"
"お金",""
