"\n<リリー>次もし私の部屋を荒したら
こんなものじゃ済まないわよ。
使い物にならなくなるまで犯してやるから。","\n<リリー>次もし私の部屋を荒したら
こんなものじゃ済まないわよ。
使い物にならなくなるまで犯してやるから。"
"小説","小説"
"恋愛小説が並んでいる・・・","恋愛小説が並んでいる・・・"
"\n<\n[1]>（あ、これ読んだことあるやつだ。
最後にヒロイン死なせて安直に涙を誘うやつ・・・
私こういうのきらい。）","\n<\n[1]>（あ、これ読んだことあるやつだ。
最後にヒロイン死なせて安直に涙を誘うやつ・・・
私こういうのきらい。）"
"\n<\n[1]>（淫魔も恋愛小説を読んだりするのだろうか・・・）","\n<\n[1]>（淫魔も恋愛小説を読んだりするのだろうか・・・）"
"\n<\n[1]>（あ、これ読んだことある・・・
負けヒロインの方が魅力的で
結末に納得いかなかったやつだ・・・）","\n<\n[1]>（あ、これ読んだことある・・・
負けヒロインの方が魅力的で
結末に納得いかなかったやつだ・・・）"
"\n<\n[1]>（あ、これ読んだことある・・・
恋人が実は離婚したお父さんだったやつだ。
誰得なんだろう。）","\n<\n[1]>（あ、これ読んだことある・・・
恋人が実は離婚したお父さんだったやつだ。
誰得なんだろう。）"
"お人形だ・・・","お人形だ・・・"
"\n<\n[1]>（成長したらこういうの興味なくなると思ってたけど
やっぱりなんだか胸がときめくんだよな。
人形って、好き。）","\n<\n[1]>（成長したらこういうの興味なくなると思ってたけど
やっぱりなんだか胸がときめくんだよな。
人形って、好き。）"
"\n<\n[1]>（女の子の部屋って感じだ。
何だかそわそわしてくるな・・・）","\n<\n[1]>（女の子の部屋って感じだ。
何だかそわそわしてくるな・・・）"
"ぬいぐるみだ・・・","ぬいぐるみだ・・・"
"\n<\n[1]>（なんで一個だけクマなんだろう。怪しい。）","\n<\n[1]>（なんで一個だけクマなんだろう。怪しい。）"
"\n<\n[1]>（ひとつだけクマ・・・？何か怪しいな。）","\n<\n[1]>（ひとつだけクマ・・・？何か怪しいな。）"
"\n<\n[1]>（なんでぬいぐるみの定番ってクマなんだろう。
犬の方が可愛いのに。）","\n<\n[1]>（なんでぬいぐるみの定番ってクマなんだろう。
犬の方が可愛いのに。）"
"\n<\n[1]>（クマ・・・強いよな。
序盤、中盤、終盤、隙が無いと思う。）","\n<\n[1]>（クマ・・・強いよな。
序盤、中盤、終盤、隙が無いと思う。）"
"\n<\n[1]>（クマは凶暴な生き物だからな。
本物はこんなに可愛くない。）","\n<\n[1]>（クマは凶暴な生き物だからな。
本物はこんなに可愛くない。）"
"\n<\n[1]>（淫魔も寝る時にぬいぐるみを抱いたりするのか？）","\n<\n[1]>（淫魔も寝る時にぬいぐるみを抱いたりするのか？）"
"クマの縫い目に何か挟まっていた・・・","クマの縫い目に何か挟まっていた・・・"
"\n<\n[1]>（クマちゃん。）","\n<\n[1]>（クマちゃん。）"
"\n<\n[1]>（クマとゴリラが戦ったらどっちが強いんだろう。）","\n<\n[1]>（クマとゴリラが戦ったらどっちが強いんだろう。）"
"洗濯物だ・・・","洗濯物だ・・・"
"\n<\n[1]>（元々住んでいた人の服なのかな。
メイド服みたい。）","\n<\n[1]>（元々住んでいた人の服なのかな。
メイド服みたい。）"
"\n<\n[1]>（淫魔の着た服なんて近寄らない方がいい・・・）","\n<\n[1]>（淫魔の着た服なんて近寄らない方がいい・・・）"
"キレイなドレス。","キレイなドレス。"
"\n<\n[1]>（着たい。
けど囚人服からドレスに変わってたら
絶対笑われれるから着ない。）","\n<\n[1]>（着たい。
けど囚人服からドレスに変わってたら
絶対笑われれるから着ない。）"
"重くてデカいネックレスだ・・・","重くてデカいネックレスだ・・・"
"\n<\n[1]>（首が凝りそう。）","\n<\n[1]>（首が凝りそう。）"
"\n<\n[1]>（首の筋肉が鍛えられそうだ・・・）","\n<\n[1]>（首の筋肉が鍛えられそうだ・・・）"
"報告書","報告書"
"書きかけの手紙が置いてある・・・","書きかけの手紙が置いてある・・・"
"たまには実家に帰って顔を見せたいところですが、
素敵な人達に囲まれて私は元気にやっています。
経験を積んで、立派なメイドにならなきゃ。","たまには実家に帰って顔を見せたいところですが、
素敵な人達に囲まれて私は元気にやっています。
経験を積んで、立派なメイドにならなきゃ。"
"定期的に連絡をすることが出来なくてごめんなさい。","定期的に連絡をすることが出来なくてごめんなさい。"
"\n<\n[1]>（これを書いた人は今どうしているんだろう・・・）","\n<\n[1]>（これを書いた人は今どうしているんだろう・・・）"
"水が入った桶。","水が入った桶。"
"修理依頼：自動開閉扉
館主様の部屋に設置している自動開閉扉ですが、
自動で開閉しなくなってしまいました。","修理依頼：自動開閉扉
館主様の部屋に設置している自動開閉扉ですが、
自動で開閉しなくなってしまいました。"
"結局鍵を使い、手動で開け閉めしています。
これでは、ただ重たくて建付けが悪いだけの扉です。
館主様は憤懣やるかたないご様子。","結局鍵を使い、手動で開け閉めしています。
これでは、ただ重たくて建付けが悪いだけの扉です。
館主様は憤懣やるかたないご様子。"
"私は機械仕掛けには詳しくないのですが、
おそらく動かすための力が不足しているのではないかと思います。
至急、修理をお願い致します。","私は機械仕掛けには詳しくないのですが、
おそらく動かすための力が不足しているのではないかと思います。
至急、修理をお願い致します。"
"決戦","決戦"
"\n<リリー>・・・
来たわね。","\n<リリー>・・・
来たわね。"
"\n<リリー>正直見くびってたわ。
3人がかりで犯して、あっさり捕まえちゃったから
てっきり雑魚ハンターなのかと思ってた。","\n<リリー>正直見くびってたわ。
3人がかりで犯して、あっさり捕まえちゃったから
てっきり雑魚ハンターなのかと思ってた。"
"\n<リリー>ごめんなさい。
私も本気で相手してあげないと失礼よね。
くす♥","\n<リリー>ごめんなさい。
私も本気で相手してあげないと失礼よね。
くす♥"
"\n<リリー>いいこと教えてあげる。
玄関の鍵は私が持ってるわ。
私を倒せれば外に出られるわよ。","\n<リリー>いいこと教えてあげる。
玄関の鍵は私が持ってるわ。
私を倒せれば外に出られるわよ。"
"\n<リリー>それと、悪いことも教えておいてあげるわ。
そんなの不可能だってことをね♥","\n<リリー>それと、悪いことも教えておいてあげるわ。
そんなの不可能だってことをね♥"
"ポップアップ有効化","ポップアップ有効化"
"\n<リリー>はぁ・・・♥はぁ・・・♥
なん・・・でこん・・・な・・・♥
くそ・・・♥","\n<リリー>はぁ・・・♥はぁ・・・♥
なん・・・でこん・・・な・・・♥
くそ・・・♥"
"\n<リリー>シィナ・\.・\.・\.\.ライム・\.・\.・\.\.
・\.・\.・\.
ごめん・\.・\.・","\n<リリー>シィナ・\.・\.・\.\.ライム・\.・\.・\.\.
・\.・\.・\.
ごめん・\.・\.・"
"\n<リリー>でも・\.・\.・\.\.マジで・\.・\.・♥\.\.
気持ちよかった・\.・\.・\.♥","\n<リリー>でも・\.・\.・\.\.マジで・\.・\.・♥\.\.
気持ちよかった・\.・\.・\.♥"
"\n<リリー>最悪・・・♥","\n<リリー>最悪・・・♥"
"リリーを退治した！","リリーを退治した！"
"\C[1]助ける",""
"助けない",""
"\n<\n[1]>うにゃぁ～・・・！",""
"\n<\n[1]>はぁ・・・はぁ・・・",""
"\n<リリー>ちょっと！？
何シコってんの！？",""
"\n<\n[1]>あうっ！！！！",""
"\n<\n[1]>うっ！！！！",""
"\n<リリー>・・・
何やってんのあんた。",""
"\n<リリー>こんなことして・・・
情けをかけたつもり？",""
"\n<\n[1]>ううん。
気持ちよすぎて我慢できなかっただけ。
出ちゃった。",""
"\n<\n[1]>いや、我慢できなかっただけだ。
引き分けだな。",""
"\n<リリー>・・・
後悔しても知らないわよ。",""
"\n<アーコ>た、大変だよ！！
リリー！！\n[1]！！",""
"\n<アーコ>にゃっ！？
なんで顔射してんの！！どういう状況！？
じゃない！そんなことはさておき！",""
"\n<アーコ>みんなが・\.・\.・\.\.
みんながさらわれちゃったんだよ！",""
"\n<リリー>は？",""
"\n<アーコ>変な女とか、オークとかがバーって来て
シィナもライムも連れて行っちゃったんだよ！
\n[1]のお兄さんも！",""
"\n<アーコ>変な女とか、オークとかがバーって来て
シィナもライムも連れて行っちゃったんだよ！
\n[1]の妹も！",""
"\n<\n[1]>あにきも！？",""
"\n<\n[1]>ロメリアも！？",""
"\n<アーコ>止めようと思ったけど・・・！
ごめん。
無理だった！",""
"\n<リリー>どういうことなの？
一体・・・",""
"\n<？？？>あー、あー。
もしもし。\n[1]さん。リリーさん。
聞こえますかー？",""
"\n<？？？>いきなりで悪いのれすが、
猫さん達は私が預かってます。",""
"\n<？？？>人質を返して欲しくば、私の研究所まで来てくらさい。
屋敷の裏の建物です。バルコニーから見えます。",""
"\n<？？？>早く来ないと、人質がどうなっちゃうか分かりませんよ。
なるべく壊さないように気を付けますが・・・
待ってますね。",""
"\n<リリー>・・・
誰？今の声。
研究所？",""
"\n<\n[1]>人質・・・？",""
"\n<リリー>どうやら、本当にさらわれたみたいね。
・・・
何なのよ、一体。",""
"\n<アーコ>取り返しに行かなきゃ！
シィナ・・・",""
"\n<リリー>\n[1]。
よく分からないけれど、今はあんたと争ってる場合じゃないわ。
一時休戦よ。",""
"\n<リリー>研究所・・・
ひとまず、バルコニーに向かいましょ。",""
"リリーの日記
恋愛小説","リリーの日記
恋愛小説"
"立体起動","立体起動"
"<enemy:99><cw:1.3><ch:1.5>","<enemy:99><cw:1.3><ch:1.5>"
"箱のようなものがあるが
高くて手が届かない・・・","箱のようなものがあるが
高くて手が届かない・・・"
"少女漫画が並んでいる・・・","少女漫画が並んでいる・・・"
"\n<\n[1]>（あ、これ読んだことある・・・
ヒロインと男の子の両親が交換して再婚するやつだ。
改めて考えると滅茶苦茶だな。）","\n<\n[1]>（あ、これ読んだことある・・・
ヒロインと男の子の両親が交換して再婚するやつだ。
改めて考えると滅茶苦茶だな。）"
"\n<\n[1]>（淫魔も少女漫画を読んだりするのだろうか・・・）","\n<\n[1]>（淫魔も少女漫画を読んだりするのだろうか・・・）"
"\n<\n[1]>（あ、これ読んだことある・・・
うっかり髪に芋けんぴ付いてて・・・
そこから恋が発展するんだよね。）","\n<\n[1]>（あ、これ読んだことある・・・
うっかり髪に芋けんぴ付いてて・・・
そこから恋が発展するんだよね。）"
"クローゼットにはメイド服が掛けられている・・・","クローゼットにはメイド服が掛けられている・・・"
"時計が時を刻んでいる・・・","時計が時を刻んでいる・・・"
"\n<\n[1]>（どれだけの時間、ここにいるんだろう・・・）","\n<\n[1]>（どれだけの時間、ここにいるんだろう・・・）"
"\n<\n[1]>（時間の感覚がおかしくなる・・・
早くここから抜け出さないと・・・）","\n<\n[1]>（時間の感覚がおかしくなる・・・
早くここから抜け出さないと・・・）"
"もう何もない・・・","もう何もない・・・"
"鏡に自分が映っている・・・","鏡に自分が映っている・・・"
"\n<\n[1]>（メイド服・・・着てみたいな。
似合うかな。）","\n<\n[1]>（メイド服・・・着てみたいな。
似合うかな。）"
"\n<\n[1]>（なんだか女の子の部屋というのは
落ち着かないな・・・）","\n<\n[1]>（なんだか女の子の部屋というのは
落ち着かないな・・・）"
"観葉植物・・・
いい匂いがする。","観葉植物・・・
いい匂いがする。"
"\n<\n[1]>（甘くてふわふわしたいい匂い・・・
それになんだか・・・少しムラムラする。）","\n<\n[1]>（甘くてふわふわしたいい匂い・・・
それになんだか・・・少しムラムラする。）"
"\n<\n[1]>（いや、これは植物じゃなくて
この部屋自体が・・・
う、この匂いは・・・）","\n<\n[1]>（いや、これは植物じゃなくて
この部屋自体が・・・
う、この匂いは・・・）"
"帽子だ・・・","帽子だ・・・"
"\n<\n[1]>（私が被っても似合わないタイプの帽子。
帽子に被られるタイプの。かなしい。）","\n<\n[1]>（私が被っても似合わないタイプの帽子。
帽子に被られるタイプの。かなしい。）"
"\n<\n[1]>（清楚な女性に似合いそうな帽子だ。）","\n<\n[1]>（清楚な女性に似合いそうな帽子だ。）"
"EV041","EV041"
"EV042","EV042"
"EV043","EV043"
"EV044","EV044"
"アーコ",""
